Unnamed: 0,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,x,y
892,12/11/2018,3780805,SKU_0023,1,REF_SKU_0023,LOC_SKU_0023,7,15,"[35.0, 32.6]",A3533,35.0,32.6
893,12/11/2018,3780516,SKU_0002,1,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
894,12/11/2018,3780732,SKU_0001,5,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
895,12/11/2018,3780364,SKU_0279,3,REF_SKU_0279,LOC_SKU_0279,4,12,"[20.0, 26.1]",A2026,20.0,26.1
896,12/11/2018,3780382,SKU_0232,2,REF_SKU_0232,LOC_SKU_0232,5,2,"[25.0, 9.6]",A2510,25.0,9.6
897,12/11/2018,3780532,SKU_0177,3,REF_SKU_0177,LOC_SKU_0177,5,1,"[25.0, 8.1]",A2508,25.0,8.1
898,12/11/2018,3780956,SKU_0023,1,REF_SKU_0023,LOC_SKU_0023,7,15,"[35.0, 32.6]",A3533,35.0,32.6
899,12/11/2018,3780152,SKU_0091,2,REF_SKU_0091,LOC_SKU_0091,6,13,"[30.0, 29.3]",A3029,30.0,29.3
900,12/11/2018,3780562,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
901,12/11/2018,3780689,SKU_0003,1,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
902,12/11/2018,3780947,SKU_0003,2,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
903,12/11/2018,3780608,SKU_0024,2,REF_SKU_0024,LOC_SKU_0024,8,1,"[40.0, 7.0]",A4007,40.0,7.0
904,12/11/2018,3780617,SKU_0004,1,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
905,12/11/2018,3780420,SKU_0001,2,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
906,12/11/2018,3780250,SKU_0018,1,REF_SKU_0018,LOC_SKU_0018,7,0,"[35.0, 6.1]",A3506,35.0,6.1
907,12/11/2018,3780117,SKU_0095,4,REF_SKU_0095,LOC_SKU_0095,4,0,"[20.0, 6.2]",A2006,20.0,6.2
908,12/11/2018,3780866,SKU_0005,4,REF_SKU_0005,LOC_SKU_0005,8,8,"[40.0, 20.4]",A4020,40.0,20.4
909,12/11/2018,3780512,SKU_0001,2,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
910,12/11/2018,3780740,SKU_0002,2,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
911,12/11/2018,3780578,SKU_0002,1,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
912,12/11/2018,3780335,SKU_0003,2,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
913,12/11/2018,3780418,SKU_0026,5,REF_SKU_0026,LOC_SKU_0026,8,19,"[40.0, 39.1]",A4039,40.0,39.1
914,12/11/2018,3780932,SKU_0019,4,REF_SKU_0019,LOC_SKU_0019,9,24,"[45.0, 48.5]",A4548,45.0,48.5
915,12/11/2018,3780774,SKU_0038,2,REF_SKU_0038,LOC_SKU_0038,1,0,"[5.0, 6.2]",A0506,5.0,6.2
916,12/11/2018,3780295,SKU_0004,2,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
917,12/11/2018,3780938,SKU_0103,3,REF_SKU_0103,LOC_SKU_0103,10,6,"[50.0, 17.0]",A5017,50.0,17.0
918,12/11/2018,3780755,SKU_0002,2,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
919,12/11/2018,3780371,SKU_0008,5,REF_SKU_0008,LOC_SKU_0008,8,21,"[40.0, 42.5]",A4042,40.0,42.5
920,12/11/2018,3780186,SKU_0086,4,REF_SKU_0086,LOC_SKU_0086,10,25,"[50.0, 49.4]",A5049,50.0,49.4
921,12/11/2018,3780246,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
922,12/11/2018,3780637,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
923,12/11/2018,3780268,SKU_0172,1,REF_SKU_0172,LOC_SKU_0172,3,20,"[15.0, 40.9]",A1541,15.0,40.9
924,12/11/2018,3780643,SKU_0004,4,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
925,12/11/2018,3780237,SKU_0034,1,REF_SKU_0034,LOC_SKU_0034,5,10,"[25.0, 22.8]",A2523,25.0,22.8
926,12/11/2018,3780530,SKU_0001,5,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
927,12/11/2018,3780552,SKU_0036,2,REF_SKU_0036,LOC_SKU_0036,8,9,"[40.0, 21.4]",A4021,40.0,21.4
928,12/11/2018,3780021,SKU_0003,4,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
929,12/11/2018,3780911,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
930,12/11/2018,3780737,SKU_0020,2,REF_SKU_0020,LOC_SKU_0020,2,10,"[10.0, 22.7]",A1023,10.0,22.7
931,12/11/2018,3780867,SKU_0002,1,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
932,12/11/2018,3780794,SKU_0005,1,REF_SKU_0005,LOC_SKU_0005,8,8,"[40.0, 20.4]",A4020,40.0,20.4
933,12/11/2018,3780520,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
934,12/11/2018,3780100,SKU_0001,5,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
935,12/11/2018,3780752,SKU_0003,3,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
936,12/11/2018,3780478,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
937,12/11/2018,3780599,SKU_0218,3,REF_SKU_0218,LOC_SKU_0218,3,25,"[15.0, 49.6]",A1550,15.0,49.6
938,12/11/2018,3780298,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
939,12/11/2018,3780940,SKU_0009,5,REF_SKU_0009,LOC_SKU_0009,6,0,"[30.0, 5.5]",A3006,30.0,5.5
940,12/11/2018,3780526,SKU_0001,5,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
941,12/11/2018,3780334,SKU_0003,3,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
942,12/11/2018,3780002,SKU_0250,4,REF_SKU_0250,LOC_SKU_0250,1,24,"[5.0, 47.7]",A0548,5.0,47.7
943,12/11/2018,3780375,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
944,12/11/2018,3780293,SKU_0361,2,REF_SKU_0361,LOC_SKU_0361,1,5,"[5.0, 14.9]",A0515,5.0,14.9
945,12/11/2018,3780837,SKU_0002,5,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
946,12/11/2018,3780934,SKU_0053,3,REF_SKU_0053,LOC_SKU_0053,10,6,"[50.0, 16.0]",A5016,50.0,16.0
947,12/11/2018,3780553,SKU_0013,4,REF_SKU_0013,LOC_SKU_0013,10,1,"[50.0, 7.6]",A5008,50.0,7.6
948,12/11/2018,3780318,SKU_0173,4,REF_SKU_0173,LOC_SKU_0173,3,11,"[15.0, 25.0]",A1525,15.0,25.0
949,12/11/2018,3780502,SKU_0014,1,REF_SKU_0014,LOC_SKU_0014,3,10,"[15.0, 22.5]",A1522,15.0,22.5
950,12/11/2018,3780828,SKU_0012,5,REF_SKU_0012,LOC_SKU_0012,9,7,"[45.0, 18.5]",A4518,45.0,18.5
951,12/11/2018,3780381,SKU_0002,1,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
952,12/11/2018,3780623,SKU_0001,2,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
953,12/11/2018,3780014,SKU_0230,2,REF_SKU_0230,LOC_SKU_0230,9,8,"[45.0, 19.7]",A4520,45.0,19.7
954,12/11/2018,3780504,SKU_0003,2,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
955,12/11/2018,3780231,SKU_0004,4,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
956,12/11/2018,3780985,SKU_0062,5,REF_SKU_0062,LOC_SKU_0062,6,22,"[30.0, 44.7]",A3045,30.0,44.7
957,12/11/2018,3780084,SKU_0004,1,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
958,12/11/2018,3780130,SKU_0318,1,REF_SKU_0318,LOC_SKU_0318,3,23,"[15.0, 45.7]",A1546,15.0,45.7
959,12/11/2018,3780743,SKU_0052,2,REF_SKU_0052,LOC_SKU_0052,3,19,"[15.0, 39.4]",A1539,15.0,39.4
960,12/11/2018,3780838,SKU_0018,5,REF_SKU_0018,LOC_SKU_0018,7,0,"[35.0, 6.1]",A3506,35.0,6.1
961,12/11/2018,3780145,SKU_0168,5,REF_SKU_0168,LOC_SKU_0168,4,10,"[20.0, 23.8]",A2024,20.0,23.8
962,12/11/2018,3780891,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
963,12/11/2018,3780857,SKU_0002,5,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
964,12/11/2018,3780028,SKU_0008,5,REF_SKU_0008,LOC_SKU_0008,8,21,"[40.0, 42.5]",A4042,40.0,42.5
965,12/11/2018,3780066,SKU_0002,1,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
966,12/11/2018,3780163,SKU_0054,5,REF_SKU_0054,LOC_SKU_0054,7,1,"[35.0, 7.3]",A3507,35.0,7.3
967,12/11/2018,3780229,SKU_0235,5,REF_SKU_0235,LOC_SKU_0235,7,20,"[35.0, 40.3]",A3540,35.0,40.3
968,12/11/2018,3780261,SKU_0006,1,REF_SKU_0006,LOC_SKU_0006,8,18,"[40.0, 37.0]",A4037,40.0,37.0
969,12/11/2018,3780449,SKU_0004,5,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
970,12/11/2018,3780424,SKU_0347,1,REF_SKU_0347,LOC_SKU_0347,8,22,"[40.0, 44.4]",A4044,40.0,44.4
971,12/11/2018,3780460,SKU_0007,3,REF_SKU_0007,LOC_SKU_0007,6,1,"[30.0, 8.0]",A3008,30.0,8.0
972,12/11/2018,3780952,SKU_0009,4,REF_SKU_0009,LOC_SKU_0009,6,0,"[30.0, 5.5]",A3006,30.0,5.5
973,12/11/2018,3780676,SKU_0004,1,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
974,12/11/2018,3780301,SKU_0216,1,REF_SKU_0216,LOC_SKU_0216,4,4,"[20.0, 13.4]",A2013,20.0,13.4
975,12/11/2018,3780919,SKU_0015,5,REF_SKU_0015,LOC_SKU_0015,4,15,"[20.0, 31.9]",A2032,20.0,31.9
976,12/11/2018,3780303,SKU_0063,1,REF_SKU_0063,LOC_SKU_0063,10,20,"[50.0, 41.5]",A5042,50.0,41.5
977,12/11/2018,3780287,SKU_0093,2,REF_SKU_0093,LOC_SKU_0093,6,17,"[30.0, 36.5]",A3036,30.0,36.5
978,12/11/2018,3780395,SKU_0004,2,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
979,12/11/2018,3780010,SKU_0006,3,REF_SKU_0006,LOC_SKU_0006,8,18,"[40.0, 37.0]",A4037,40.0,37.0
980,12/11/2018,3780707,SKU_0127,1,REF_SKU_0127,LOC_SKU_0127,6,6,"[30.0, 16.4]",A3016,30.0,16.4
981,12/11/2018,3780630,SKU_0004,5,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
982,12/11/2018,3780270,SKU_0081,5,REF_SKU_0081,LOC_SKU_0081,8,1,"[40.0, 7.1]",A4007,40.0,7.1
983,12/11/2018,3780592,SKU_0287,4,REF_SKU_0287,LOC_SKU_0287,5,15,"[25.0, 32.8]",A2533,25.0,32.8
984,12/11/2018,3780970,SKU_0022,3,REF_SKU_0022,LOC_SKU_0022,4,6,"[20.0, 16.2]",A2016,20.0,16.2
985,12/11/2018,3780605,SKU_0053,5,REF_SKU_0053,LOC_SKU_0053,10,6,"[50.0, 16.0]",A5016,50.0,16.0
986,12/11/2018,3780778,SKU_0088,4,REF_SKU_0088,LOC_SKU_0088,8,6,"[40.0, 16.1]",A4016,40.0,16.1
987,12/11/2018,3780844,SKU_0123,5,REF_SKU_0123,LOC_SKU_0123,8,16,"[40.0, 34.4]",A4034,40.0,34.4
988,12/11/2018,3780862,SKU_0005,4,REF_SKU_0005,LOC_SKU_0005,8,8,"[40.0, 20.4]",A4020,40.0,20.4
989,12/11/2018,3780361,SKU_0001,2,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
990,12/11/2018,3780257,SKU_0005,2,REF_SKU_0005,LOC_SKU_0005,8,8,"[40.0, 20.4]",A4020,40.0,20.4
991,12/11/2018,3780133,SKU_0032,5,REF_SKU_0032,LOC_SKU_0032,8,14,"[40.0, 30.9]",A4031,40.0,30.9
992,12/11/2018,3780276,SKU_0007,3,REF_SKU_0007,LOC_SKU_0007,6,1,"[30.0, 8.0]",A3008,30.0,8.0
993,12/11/2018,3780776,SKU_0057,1,REF_SKU_0057,LOC_SKU_0057,7,12,"[35.0, 26.7]",A3527,35.0,26.7
994,12/11/2018,3780683,SKU_0004,3,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
995,12/11/2018,3780972,SKU_0024,3,REF_SKU_0024,LOC_SKU_0024,8,1,"[40.0, 7.0]",A4007,40.0,7.0
996,12/11/2018,3780513,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
997,12/11/2018,3780313,SKU_0057,2,REF_SKU_0057,LOC_SKU_0057,7,12,"[35.0, 26.7]",A3527,35.0,26.7
998,12/11/2018,3780576,SKU_0013,2,REF_SKU_0013,LOC_SKU_0013,10,1,"[50.0, 7.6]",A5008,50.0,7.6
999,12/11/2018,3780886,SKU_0002,1,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
1000,12/11/2018,3780980,SKU_0003,4,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
1001,12/11/2018,3780284,SKU_0056,3,REF_SKU_0056,LOC_SKU_0056,3,1,"[15.0, 6.9]",A1507,15.0,6.9
1002,12/11/2018,3780121,SKU_0009,5,REF_SKU_0009,LOC_SKU_0009,6,0,"[30.0, 5.5]",A3006,30.0,5.5
1003,12/11/2018,3780107,SKU_0002,2,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
1004,12/11/2018,3780933,SKU_0366,5,REF_SKU_0366,LOC_SKU_0366,2,2,"[10.0, 9.4]",A1009,10.0,9.4
1005,12/11/2018,3780687,SKU_0044,1,REF_SKU_0044,LOC_SKU_0044,10,3,"[50.0, 10.7]",A5011,50.0,10.7
1006,12/11/2018,3780997,SKU_0333,5,REF_SKU_0333,LOC_SKU_0333,6,17,"[30.0, 36.5]",A3036,30.0,36.5
1007,12/11/2018,3780204,SKU_0006,5,REF_SKU_0006,LOC_SKU_0006,8,18,"[40.0, 37.0]",A4037,40.0,37.0
1008,12/11/2018,3780165,SKU_0008,3,REF_SKU_0008,LOC_SKU_0008,8,21,"[40.0, 42.5]",A4042,40.0,42.5
1009,12/11/2018,3780305,SKU_0195,1,REF_SKU_0195,LOC_SKU_0195,4,1,"[20.0, 7.5]",A2008,20.0,7.5
1010,12/11/2018,3780497,SKU_0011,5,REF_SKU_0011,LOC_SKU_0011,10,13,"[50.0, 28.9]",A5029,50.0,28.9
1011,12/11/2018,3780632,SKU_0041,2,REF_SKU_0041,LOC_SKU_0041,3,18,"[15.0, 37.0]",A1537,15.0,37.0
1012,12/11/2018,3780556,SKU_0002,1,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
1013,12/11/2018,3780824,SKU_0007,2,REF_SKU_0007,LOC_SKU_0007,6,1,"[30.0, 8.0]",A3008,30.0,8.0
1014,12/11/2018,3780156,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
1015,12/11/2018,3780367,SKU_0002,5,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
1016,12/11/2018,3780719,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
1017,12/11/2018,3780902,SKU_0001,2,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
1018,12/11/2018,3780620,SKU_0402,5,REF_SKU_0402,LOC_SKU_0402,3,9,"[15.0, 21.0]",A1521,15.0,21.0
1019,12/11/2018,3780251,SKU_0002,3,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
1020,12/11/2018,3780957,SKU_0030,2,REF_SKU_0030,LOC_SKU_0030,2,10,"[10.0, 23.1]",A1023,10.0,23.1
1021,12/11/2018,3780916,SKU_0117,2,REF_SKU_0117,LOC_SKU_0117,2,4,"[10.0, 12.7]",A1013,10.0,12.7
1022,12/11/2018,3780882,SKU_0013,4,REF_SKU_0013,LOC_SKU_0013,10,1,"[50.0, 7.6]",A5008,50.0,7.6
1023,12/11/2018,3780334,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
1024,12/11/2018,3780642,SKU_0048,4,REF_SKU_0048,LOC_SKU_0048,8,17,"[40.0, 35.1]",A4035,40.0,35.1
1025,12/11/2018,3780969,SKU_0019,3,REF_SKU_0019,LOC_SKU_0019,9,24,"[45.0, 48.5]",A4548,45.0,48.5
1026,12/11/2018,3780511,SKU_0049,2,REF_SKU_0049,LOC_SKU_0049,8,7,"[40.0, 17.7]",A4018,40.0,17.7
1027,12/11/2018,3780293,SKU_0067,4,REF_SKU_0067,LOC_SKU_0067,9,8,"[45.0, 19.7]",A4520,45.0,19.7
1028,12/11/2018,3780020,SKU_0395,5,REF_SKU_0395,LOC_SKU_0395,2,11,"[10.0, 25.7]",A1026,10.0,25.7
1029,12/11/2018,3780282,SKU_0016,3,REF_SKU_0016,LOC_SKU_0016,3,22,"[15.0, 43.8]",A1544,15.0,43.8
1030,12/11/2018,3780797,SKU_0004,2,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
1031,12/11/2018,3780001,SKU_0027,1,REF_SKU_0027,LOC_SKU_0027,6,5,"[30.0, 14.8]",A3015,30.0,14.8
1032,12/11/2018,3780119,SKU_0001,3,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
1033,12/11/2018,3780035,SKU_0194,3,REF_SKU_0194,LOC_SKU_0194,10,24,"[50.0, 47.7]",A5048,50.0,47.7
1034,12/11/2018,3780198,SKU_0001,5,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
1035,12/11/2018,3780485,SKU_0003,3,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
1036,12/11/2018,3780757,SKU_0097,3,REF_SKU_0097,LOC_SKU_0097,4,16,"[20.0, 34.2]",A2034,20.0,34.2
1037,12/11/2018,3780059,SKU_0018,5,REF_SKU_0018,LOC_SKU_0018,7,0,"[35.0, 6.1]",A3506,35.0,6.1
1038,12/11/2018,3780837,SKU_0005,5,REF_SKU_0005,LOC_SKU_0005,8,8,"[40.0, 20.4]",A4020,40.0,20.4
1039,12/11/2018,3780161,SKU_0008,4,REF_SKU_0008,LOC_SKU_0008,8,21,"[40.0, 42.5]",A4042,40.0,42.5
1040,12/11/2018,3780691,SKU_0134,2,REF_SKU_0134,LOC_SKU_0134,1,1,"[5.0, 7.4]",A0507,5.0,7.4
1041,12/11/2018,3780206,SKU_0004,2,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
1042,12/11/2018,3780012,SKU_0152,4,REF_SKU_0152,LOC_SKU_0152,2,22,"[10.0, 44.1]",A1044,10.0,44.1
1043,12/11/2018,3780490,SKU_0001,2,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
1044,12/11/2018,3780276,SKU_0070,3,REF_SKU_0070,LOC_SKU_0070,9,8,"[45.0, 19.1]",A4519,45.0,19.1
1045,12/11/2018,3780693,SKU_0126,4,REF_SKU_0126,LOC_SKU_0126,3,16,"[15.0, 33.8]",A1534,15.0,33.8
1046,12/11/2018,3780242,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
1047,12/11/2018,3780216,SKU_0006,2,REF_SKU_0006,LOC_SKU_0006,8,18,"[40.0, 37.0]",A4037,40.0,37.0
1048,12/11/2018,3780251,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
1049,12/11/2018,3780811,SKU_0041,2,REF_SKU_0041,LOC_SKU_0041,3,18,"[15.0, 37.0]",A1537,15.0,37.0
1050,12/11/2018,3780126,SKU_0012,1,REF_SKU_0012,LOC_SKU_0012,9,7,"[45.0, 18.5]",A4518,45.0,18.5
1051,12/11/2018,3780994,SKU_0024,4,REF_SKU_0024,LOC_SKU_0024,8,1,"[40.0, 7.0]",A4007,40.0,7.0
1052,12/11/2018,3780217,SKU_0002,1,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
1053,12/11/2018,3780306,SKU_0002,3,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
1054,12/11/2018,3780797,SKU_0001,5,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
1055,12/11/2018,3780185,SKU_0003,1,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
1056,12/11/2018,3780039,SKU_0014,5,REF_SKU_0014,LOC_SKU_0014,3,10,"[15.0, 22.5]",A1522,15.0,22.5
1057,12/11/2018,3780223,SKU_0138,3,REF_SKU_0138,LOC_SKU_0138,3,24,"[15.0, 49.1]",A1549,15.0,49.1
1058,12/11/2018,3780184,SKU_0030,5,REF_SKU_0030,LOC_SKU_0030,2,10,"[10.0, 23.1]",A1023,10.0,23.1
1059,12/11/2018,3780495,SKU_0006,3,REF_SKU_0006,LOC_SKU_0006,8,18,"[40.0, 37.0]",A4037,40.0,37.0
1060,12/11/2018,3780427,SKU_0321,5,REF_SKU_0321,LOC_SKU_0321,3,23,"[15.0, 45.7]",A1546,15.0,45.7
1061,12/11/2018,3780178,SKU_0045,5,REF_SKU_0045,LOC_SKU_0045,7,21,"[35.0, 43.3]",A3543,35.0,43.3
1062,12/11/2018,3780919,SKU_0260,2,REF_SKU_0260,LOC_SKU_0260,9,19,"[45.0, 38.6]",A4539,45.0,38.6
1063,12/11/2018,3780428,SKU_0011,1,REF_SKU_0011,LOC_SKU_0011,10,13,"[50.0, 28.9]",A5029,50.0,28.9
1064,12/11/2018,3780294,SKU_0002,5,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
1065,12/11/2018,3780852,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
1066,12/11/2018,3780151,SKU_0047,2,REF_SKU_0047,LOC_SKU_0047,7,8,"[35.0, 19.3]",A3519,35.0,19.3
1067,12/11/2018,3780384,SKU_0001,1,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
1068,12/11/2018,3780638,SKU_0003,2,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
1069,12/11/2018,3780813,SKU_0012,1,REF_SKU_0012,LOC_SKU_0012,9,7,"[45.0, 18.5]",A4518,45.0,18.5
1070,12/11/2018,3780308,SKU_0015,3,REF_SKU_0015,LOC_SKU_0015,4,15,"[20.0, 31.9]",A2032,20.0,31.9
1071,12/11/2018,3780336,SKU_0019,5,REF_SKU_0019,LOC_SKU_0019,9,24,"[45.0, 48.5]",A4548,45.0,48.5
1072,12/11/2018,3780946,SKU_0001,4,REF_SKU_0001,LOC_SKU_0001,7,20,"[35.0, 40.9]",A3541,35.0,40.9
1073,12/11/2018,3780746,SKU_0004,2,REF_SKU_0004,LOC_SKU_0004,7,1,"[35.0, 8.1]",A3508,35.0,8.1
1074,12/11/2018,3780892,SKU_0021,2,REF_SKU_0021,LOC_SKU_0021,10,2,"[50.0, 9.8]",A5010,50.0,9.8
1075,12/11/2018,3780375,SKU_0375,2,REF_SKU_0375,LOC_SKU_0375,5,4,"[25.0, 12.3]",A2512,25.0,12.3
1076,12/11/2018,3780008,SKU_0048,2,REF_SKU_0048,LOC_SKU_0048,8,17,"[40.0, 35.1]",A4035,40.0,35.1
1077,12/11/2018,3780341,SKU_0243,5,REF_SKU_0243,LOC_SKU_0243,7,11,"[35.0, 24.5]",A3524,35.0,24.5
1078,12/11/2018,3780129,SKU_0063,1,REF_SKU_0063,LOC_SKU_0063,10,20,"[50.0, 41.5]",A5042,50.0,41.5
1079,12/11/2018,3780776,SKU_0018,5,REF_SKU_0018,LOC_SKU_0018,7,0,"[35.0, 6.1]",A3506,35.0,6.1
1080,12/11/2018,3780669,SKU_0002,3,REF_SKU_0002,LOC_SKU_0002,8,15,"[40.0, 32.1]",A4032,40.0,32.1
1081,12/11/2018,3780352,SKU_0030,5,REF_SKU_0030,LOC_SKU_0030,2,10,"[10.0, 23.1]",A1023,10.0,23.1
1082,12/11/2018,3780358,SKU_0022,5,REF_SKU_0022,LOC_SKU_0022,4,6,"[20.0, 16.2]",A2016,20.0,16.2
1083,12/11/2018,3780517,SKU_0019,3,REF_SKU_0019,LOC_SKU_0019,9,24,"[45.0, 48.5]",A4548,45.0,48.5
1084,12/11/2018,3780495,SKU_0009,5,REF_SKU_0009,LOC_SKU_0009,6,0,"[30.0, 5.5]",A3006,30.0,5.5
1085,12/11/2018,3780086,SKU_0012,1,REF_SKU_0012,LOC_SKU_0012,9,7,"[45.0, 18.5]",A4518,45.0,18.5
1086,12/11/2018,3780175,SKU_0003,4,REF_SKU_0003,LOC_SKU_0003,7,11,"[35.0, 25.3]",A3525,35.0,25.3
